x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,target
48.18,0.92,18.37592329245385,2,4,,28.09,17.16,22.73,66.0,11.6,0
43.23,0.42,11.279016678050635,1,3,52.14,40.89,23.75,16.84,59.9,11.96,0
43.03,5.17,27.611416196422578,1,2,48.99,31.69,18.22,25.7,,14.81,0
43.25,9.83,10.51567584478519,1,6,70.05,36.47,29.73,17.1,,6.85,0
42.24,2.74,16.72902070655826,0,4,66.51,29.68,17.74,21.65,54.5,7.47,0
49.18,1.33,10.923469229619371,1,6,,45.57,15.18,23.43,63.6,8.37,0
45.41,0.91,7.303235387759445,0,2,72.24,35.34,15.53,21.48,54.4,10.09,0
37.95,0.03,35.61017871864666,2,4,57.64,,15.0,25.67,63.0,10.11,1
42.9,6.16,12.712713919221015,2,7,42.25,35.14,23.09,21.7,62.3,13.1,0
41.47,3.53,10.726470807472033,1,6,68.3,34.48,24.78,21.41,58.2,8.14,0
45.39,8.2,13.471222972400174,1,7,67.65,44.18,11.75,15.74,62.1,11.83,0
43.26,2.22,9.28317878046001,0,7,74.67,22.99,23.85,15.8,66.2,7.06,0
44.9,5.48,14.210941369311186,0,5,59.06,36.3,,19.81,64.6,10.51,0
31.66,0.54,,1,8,56.23,23.52,19.85,22.06,62.7,8.16,1
44.66,3.23,16.51192429862931,1,6,64.58,47.69,31.57,19.4,58.7,9.74,1
51.2,9.08,21.42631099637463,1,6,,17.14,20.45,18.19,,24.29,0
32.55,6.03,14.03825598897454,2,2,69.78,30.79,17.46,20.42,54.4,18.06,1
53.21,4.64,15.189738437641097,0,6,,27.67,19.85,19.47,55.1,7.5,0
44.08,9.31,8.303773245043367,1,6,68.98,39.89,31.14,18.99,64.2,15.52,0
40.55,3.49,26.561016977955944,1,5,53.01,34.22,20.81,22.72,53.8,13.76,0
29.37,,,1,7,64.0,,28.47,19.03,52.4,9.35,1
49.61,4.55,19.203404968565252,1,8,,26.5,24.16,20.68,,6.44,0
35.21,5.89,11.078501181236863,2,3,67.81,33.94,26.73,20.79,58.6,16.93,1
38.42,7.99,14.3275950330257,2,4,53.33,49.25,17.3,13.97,60.0,8.64,1
45.82,3.68,12.403404111280715,1,5,71.82,26.55,24.38,18.79,50.8,10.05,0
34.82,5.2,28.12667105889713,1,8,57.27,36.07,28.5,20.3,,11.79,1
35.09,8.89,21.06156257618602,2,6,56.37,,34.77,18.29,58.1,9.04,0
33.94,6.33,16.30675522916244,0,5,62.5,21.92,21.65,16.68,59.9,9.2,1
41.22,2.74,12.764613952033972,1,8,50.49,22.2,20.31,16.99,62.0,13.31,0
46.12,9.32,25.374144318211812,2,4,,42.83,30.42,18.61,,10.97,1
44.82,5.7,20.246335299782142,1,6,71.0,30.89,15.82,20.12,54.9,13.53,0
44.85,8.38,13.644616837805188,1,7,54.48,,19.49,21.39,59.2,10.61,0
39.59,8.07,31.789181245139616,2,9,65.9,39.94,15.79,20.72,66.2,23.99,1
42.98,6.72,16.784690433219154,2,7,47.57,32.79,22.49,22.9,53.8,9.56,0
37.17,2.99,25.075002636486396,1,5,67.29,31.73,19.8,18.88,56.7,17.67,1
55.98,6.53,15.210556671045179,1,7,,21.31,19.43,18.8,58.6,5.62,0
43.36,1.15,7.1613530287873965,1,5,53.72,23.5,,12.67,64.8,8.45,0
28.32,6.7,9.497006419689436,2,5,68.61,,21.75,18.84,59.0,7.71,1
34.51,5.25,8.754165356564386,2,3,64.97,24.83,22.95,16.93,65.7,6.97,0
53.21,3.23,19.62166543170283,2,2,,30.19,24.86,23.02,52.7,7.73,0
32.43,4.42,,2,7,50.92,31.92,21.68,20.01,,12.14,1
38.94,,,2,3,72.48,34.86,16.42,19.64,62.7,10.94,1
44.83,4.7,17.127001767173706,2,8,64.81,34.5,21.7,16.51,51.1,8.59,0
34.32,4.26,,1,6,66.04,32.8,24.45,18.23,50.7,15.48,1
49.47,4.92,22.336905695769104,2,8,,36.48,22.51,19.99,51.5,13.03,0
53.75,0.27,13.561457588394212,0,6,,26.69,19.98,18.24,52.1,14.58,0
36.23,1.09,17.40396713583714,2,6,74.23,24.52,23.63,22.16,50.4,23.31,0
49.91,8.54,17.47823205944148,1,6,,31.11,,16.19,50.1,7.13,0
35.76,1.76,41.41176124235699,2,5,59.54,,18.96,13.14,66.5,8.81,1
35.01,3.11,13.452058217777221,0,3,57.94,49.55,32.36,14.3,65.6,12.12,1
43.72,6.96,22.40765527930133,1,6,62.51,19.63,24.63,21.5,51.4,5.79,0
43.67,3.85,15.56850993199484,0,4,62.39,40.96,24.34,16.11,,12.29,1
37.83,4.04,12.484045288611641,1,3,64.21,18.78,24.62,20.72,57.4,6.6,0
47.89,0.38,9.70651939203215,1,5,,38.4,25.7,17.32,,10.15,0
31.72,4.35,,2,3,69.5,26.77,,20.08,54.2,12.13,1
36.01,5.71,10.990106448490948,2,9,56.33,20.03,23.6,23.27,50.4,13.49,0
34.45,4.41,33.9187549371044,2,2,35.9,43.89,39.45,18.84,53.3,7.47,1
47.31,3.82,18.003346557633463,0,7,,,14.46,19.16,54.0,6.66,0
47.63,1.73,18.946260064881262,0,4,,,23.71,19.05,52.7,7.25,0
46.67,3.87,19.62344372921642,1,6,,32.0,12.66,19.37,64.4,13.47,0
32.93,0.51,12.928096015903147,2,4,73.35,33.17,23.86,20.11,65.6,9.96,1
42.93,,,1,2,67.89,31.41,29.48,20.44,64.7,10.22,0
45.2,0.08,13.502685322632155,1,12,82.55,37.77,25.66,21.48,,12.17,1
30.68,1.63,16.018072005042743,1,5,59.44,44.1,37.04,22.17,58.3,16.42,1
36.25,0.65,11.779523061931657,1,4,57.91,28.18,33.12,18.43,59.7,6.15,0
46.52,9.28,22.481365916889356,2,5,,32.35,19.55,16.24,60.5,11.44,0
46.93,5.28,32.82995345962443,1,4,,32.49,40.54,19.12,51.8,9.42,0
43.79,,,1,7,69.28,32.27,9.93,17.44,65.2,5.78,0
45.79,6.15,8.496866910819536,1,8,62.88,34.81,8.52,19.43,56.7,11.78,0
44.27,2.62,37.622862039052784,1,4,54.08,29.37,20.5,17.53,65.7,8.47,0
43.05,6.49,10.165629766841468,0,7,74.16,18.62,26.81,20.63,51.3,17.9,0
41.24,5.15,8.713826982420349,0,9,74.77,33.02,18.0,23.17,,5.91,0
35.9,3.96,47.60568971455307,1,6,67.43,23.68,24.85,20.13,52.9,10.05,1
40.28,9.05,10.371972474856708,1,5,70.38,28.64,29.71,21.45,62.1,9.52,0
39.18,6.85,17.00975450289156,0,5,58.58,32.48,27.07,16.67,63.9,11.69,1
58.22,9.47,20.191257519254584,2,1,,33.12,13.45,17.39,52.2,9.24,0
43.82,,8.913180248527556,1,4,61.52,,20.23,22.86,58.1,12.04,0
41.93,3.84,8.082685286296574,1,13,68.82,23.27,21.5,16.31,62.5,5.54,0
40.38,6.7,15.60888799300539,1,2,70.53,36.16,22.26,19.31,60.8,9.07,0
41.19,6.23,17.287842488643694,1,5,66.27,28.42,18.63,14.52,50.1,6.85,1
40.09,2.72,19.34836893552847,0,5,71.71,38.37,21.97,22.93,59.2,11.83,1
45.81,0.95,14.725472769203892,2,4,60.02,22.89,27.64,22.79,,9.23,0
41.79,8.29,10.935320326534294,0,5,63.7,26.91,23.86,19.73,,21.91,0
47.68,3.39,45.47146195986798,1,3,,28.89,18.87,15.55,61.7,11.17,0
37.13,,14.38051025310995,2,6,68.57,32.09,20.1,18.45,63.5,9.44,1
44.45,6.92,21.203532492513897,1,9,70.09,22.76,28.14,20.33,66.9,8.46,0
48.14,,,1,10,,,22.14,22.5,64.8,7.29,0
33.92,7.32,11.503230652053443,0,1,62.71,13.9,17.4,19.87,,5.46,0
43.17,1.2,15.622824222789971,0,5,69.16,38.38,,23.0,61.3,13.98,0
43.73,2.57,13.825692724016712,0,6,57.13,17.29,27.41,18.21,64.6,10.11,0
39.66,,14.153476176288624,0,5,68.4,37.92,28.09,18.49,57.6,12.04,1
38.59,6.13,13.691740334366415,2,12,64.19,29.06,25.9,19.5,64.3,10.3,0
29.02,4.05,9.93332756343036,1,5,69.83,33.74,,19.21,52.0,10.59,1
50.04,8.57,10.822360104682707,1,5,,32.19,27.76,16.4,61.4,13.13,0
35.47,6.73,18.42252726578308,1,2,74.79,23.4,25.09,12.99,57.9,11.73,0
33.32,1.79,17.05424982605146,1,7,55.91,14.91,22.62,16.79,62.0,14.26,0
46.61,2.71,,1,6,,23.72,17.86,18.45,63.2,9.95,0
29.17,8.81,21.637940433232536,0,2,59.08,52.18,15.93,22.74,52.5,9.51,1
48.74,9.37,12.766458231690265,1,4,,43.01,31.98,16.2,59.6,9.43,0
45.04,7.02,13.289159835104622,0,1,51.55,20.1,9.03,19.42,,13.16,0
46.19,5.32,24.589888646246763,1,8,,36.36,28.67,18.43,53.5,10.96,0
40.85,,,1,1,68.31,31.09,24.31,23.49,,7.66,0
33.48,,,1,3,70.23,31.09,15.3,20.06,55.3,6.43,1
28.78,9.4,,0,4,67.55,,23.32,22.4,59.7,22.32,1
52.2,7.05,8.840987784672727,1,3,,28.89,20.42,27.28,53.4,13.37,0
38.7,2.17,12.950818403968565,2,4,58.13,54.35,17.49,17.47,,5.83,1
38.38,8.76,,2,5,65.49,32.22,36.5,19.94,64.5,8.76,1
53.08,5.35,26.104812343003886,0,6,,15.39,19.65,16.95,,9.02,0
37.58,3.42,7.659588201001375,1,8,59.09,32.52,32.36,22.49,59.9,6.76,0
40.33,2.33,15.951776708800084,2,6,45.25,31.36,32.55,17.28,55.2,12.42,0
40.34,,,1,10,46.34,30.16,11.44,15.55,60.9,7.59,0
41.04,5.43,14.647223133466134,2,5,58.65,32.88,31.34,19.89,54.4,13.78,0
34.72,0.46,12.778622793458535,1,2,60.35,27.23,24.48,18.71,,12.91,1
38.08,3.64,14.799518154301406,2,5,60.7,35.36,15.61,20.36,64.4,10.91,1
51.0,2.55,32.14462156425144,1,2,,25.99,14.69,19.91,60.1,7.46,0
47.33,0.97,14.061509417398412,2,3,,21.53,19.04,19.98,65.9,9.43,0
21.16,5.03,11.582467062020246,1,3,67.88,28.26,18.54,25.57,53.7,11.83,1
28.29,3.56,19.072310175211292,2,5,71.85,25.31,20.71,22.26,64.2,8.95,1
44.34,,,2,5,69.71,37.4,22.11,18.32,54.6,26.09,0
41.21,5.27,11.658248490273166,1,2,69.97,16.62,20.63,15.77,53.1,9.97,0
39.38,1.46,10.609308933744257,2,8,66.92,27.26,24.62,23.42,54.9,10.36,0
49.3,0.77,10.556661401161197,1,13,,24.13,18.46,26.89,66.4,8.82,0
29.51,5.69,7.543312583639408,0,9,58.1,,19.22,12.96,50.5,11.22,0
50.4,7.79,8.39527243406402,1,1,,,27.56,17.55,52.0,6.94,0
42.92,4.1,13.496927027984658,1,4,78.66,,,,58.3,8.42,0
45.84,5.35,10.843878757152902,1,7,64.27,,23.17,19.43,,8.2,0
43.77,8.06,12.007029407230991,1,1,68.21,27.51,20.85,18.5,62.9,7.41,0
47.92,6.52,6.886148766441681,0,4,,26.93,14.44,10.99,56.1,10.68,0
40.25,6.07,7.522928662365881,1,5,69.9,21.81,,17.31,,19.97,0
38.2,,7.5047153770338895,2,3,66.58,,23.14,16.53,52.4,8.79,0
47.47,1.65,27.82229610307026,1,8,,32.16,18.02,24.05,62.8,7.25,0
43.23,1.73,9.49667096880277,2,6,54.98,29.83,28.54,20.24,53.7,9.95,0
33.22,9.45,11.181250847757754,1,1,63.5,39.2,27.64,17.0,,14.65,1
51.45,8.07,24.01954304736707,2,6,,26.47,20.2,20.98,51.2,9.73,0
50.48,9.77,16.866188020799594,1,8,,32.39,18.57,20.82,64.9,11.94,0
52.09,,11.496323555095245,0,5,,41.74,21.45,20.81,65.7,9.9,0
42.56,4.25,9.305415934594414,1,4,71.3,34.79,,,62.5,12.19,0
44.45,9.54,8.276531973157152,0,6,62.65,38.14,28.31,14.25,64.4,7.93,0
39.33,6.21,12.055985424622053,0,8,68.18,36.45,20.53,18.49,66.6,15.28,1
35.19,4.17,11.930868913724773,1,8,68.77,,24.33,19.84,65.5,12.49,0
42.46,4.34,39.19689526231602,0,4,64.6,23.53,25.22,17.27,57.5,11.39,0
43.24,4.79,11.374080676971964,1,5,57.98,,23.29,14.87,54.1,8.26,0
37.36,0.6,10.222909149172928,1,7,65.85,36.6,36.99,20.86,65.8,10.63,1
54.81,1.57,14.582007407632624,0,5,,31.74,,19.09,65.1,17.73,0
30.69,6.35,10.151345173119743,1,3,68.76,18.73,34.88,19.45,51.8,13.39,0
36.29,6.9,29.699222763506903,0,7,70.7,29.28,20.94,21.76,50.1,11.28,0
37.3,8.84,7.087857238476201,1,7,68.29,36.82,14.14,18.16,65.4,8.16,1
51.04,5.74,13.067099346597008,1,5,,28.56,,,,13.45,0
40.2,1.47,30.996671849812152,1,5,77.74,39.29,31.09,11.71,51.4,12.56,1
39.73,6.89,8.505593771223749,0,3,68.32,,17.81,17.36,51.8,12.07,0
35.8,1.61,15.433924797660676,1,7,60.03,28.05,19.17,21.63,53.1,5.72,0
36.65,5.32,11.735089567945582,1,7,70.28,,16.44,13.59,,9.07,1
32.87,,,1,4,71.8,24.97,23.39,15.17,,10.12,1
49.11,2.76,21.3741795729608,1,9,,,24.08,,58.1,14.48,0
46.26,8.71,8.974315056186448,2,7,,31.62,20.52,17.97,64.8,16.03,0
48.93,5.54,7.9196996049452455,1,4,,17.83,31.45,14.26,,6.64,0
37.36,7.48,39.58152002569706,0,3,71.14,,,19.82,62.1,12.5,1
59.58,1.52,14.309881895032813,0,5,,37.2,18.04,23.24,58.2,7.23,0
35.13,4.46,8.798665089440446,0,8,60.07,35.83,17.5,20.18,51.7,6.81,0
27.62,3.92,15.914052642352841,1,2,66.9,15.85,28.58,20.74,65.4,7.06,1
39.96,9.77,15.859797079694264,0,3,55.62,30.51,26.65,19.58,57.9,7.05,0
42.96,7.41,13.661976134801092,0,5,67.55,20.34,,20.64,56.0,9.58,0
47.29,8.23,27.289214797285755,1,5,,29.98,25.23,13.58,62.3,6.82,0
34.88,6.81,22.936721269382165,2,2,68.93,31.6,23.72,21.01,61.2,7.2,1
46.14,0.67,10.525152454420846,1,5,,37.61,30.71,20.29,,9.85,0
53.95,7.83,30.372485566643377,0,4,,21.19,24.1,20.4,59.1,8.94,0
36.04,7.26,7.861652595518289,2,3,72.84,22.04,18.56,17.85,52.7,14.38,0
36.82,,,1,5,56.56,31.98,36.24,17.25,53.5,15.11,0
30.08,4.28,12.953753873846956,0,5,54.73,24.29,33.49,25.98,58.7,13.17,1
43.69,2.72,23.2413329635545,1,3,65.05,,26.24,18.11,56.9,7.22,0
48.0,4.94,26.41564857700731,1,5,,24.71,19.0,19.75,,10.91,0
47.37,4.06,,1,2,,33.03,15.83,22.92,60.4,17.29,0
47.84,1.06,10.16819387612529,0,4,,19.78,13.79,19.76,62.5,9.21,0
51.91,7.73,9.305637466725528,2,8,,33.55,18.26,18.32,50.6,12.36,0
42.89,6.62,12.661678308686362,1,5,65.36,31.09,39.37,24.9,,8.52,0
48.67,1.51,36.36826189308505,1,5,,43.36,36.98,18.67,,10.87,1
35.34,6.13,11.506264404743032,1,5,68.93,28.24,20.74,13.98,61.8,6.33,0
36.46,9.5,16.35709817378157,2,3,61.76,28.98,21.22,10.17,59.8,10.97,0
43.69,5.32,14.036641317064216,1,5,65.89,36.55,23.39,17.63,63.1,10.1,0
36.27,0.45,11.812962737910453,1,4,77.83,25.13,20.2,,58.5,9.26,0
46.0,,,1,5,71.34,,,20.9,62.1,10.68,0
51.63,,,1,9,,21.54,25.44,17.75,56.8,9.47,0
44.82,4.8,11.225035352411487,2,12,69.32,32.08,24.75,16.69,52.3,10.1,0
36.84,9.53,9.772352694994261,2,6,76.58,29.1,28.37,21.53,57.7,12.37,0
36.76,4.46,15.68740335462817,0,4,70.79,32.58,24.35,18.58,66.4,11.25,1
51.56,2.14,17.643562326520996,0,8,,34.9,18.74,13.17,64.8,12.07,0
36.41,0.04,9.135740263948456,1,3,62.07,40.46,20.04,18.29,66.1,14.8,1
42.63,7.95,9.619594592605898,2,6,67.72,19.69,20.51,19.47,52.0,12.95,0
40.19,1.48,17.866242658427673,1,0,66.54,30.35,29.78,17.75,60.8,8.92,0
42.37,7.97,9.946184085717832,1,8,49.77,52.58,24.5,17.44,57.1,10.4,0
49.67,0.81,11.452815095449445,2,3,,29.15,,24.35,55.5,13.21,0
38.23,6.33,15.866661139507622,2,5,71.78,32.15,16.4,21.74,54.9,10.99,0
32.13,0.23,34.0895423215415,1,2,74.41,25.03,24.59,25.74,61.3,9.11,1
52.16,,15.751776607680956,0,4,,33.27,19.62,22.77,54.5,6.94,0
43.56,,,1,5,57.03,48.94,19.38,14.97,58.2,9.75,1
47.08,8.97,22.473012476643973,0,7,,26.24,27.43,20.78,66.0,9.76,0
41.86,5.88,11.67797888303085,1,3,59.9,40.3,16.57,21.65,54.4,9.5,0
47.44,7.93,13.163489394287087,0,3,,36.08,23.29,18.77,63.1,7.74,0
50.85,,,1,7,,39.0,27.14,20.02,59.3,9.32,0
51.56,5.78,12.746399282556212,2,9,,33.76,27.96,21.87,61.5,13.4,0
40.09,5.51,17.125365366564907,0,10,60.9,33.31,15.66,19.5,,10.04,1
39.53,9.28,16.723972627331424,2,7,67.12,38.61,22.46,22.64,,9.5,1
44.76,6.91,12.88179603135878,1,3,59.12,28.86,31.58,21.16,56.6,10.71,0
43.45,7.92,16.216700260086377,1,3,38.52,35.94,18.16,18.67,65.2,9.75,0
45.96,5.06,9.660480137596185,1,2,68.58,36.03,35.67,15.31,63.8,10.4,0
37.02,9.94,15.992255760679164,0,6,59.14,34.81,44.74,19.07,65.2,8.51,1
25.73,5.63,20.938823868540666,2,4,73.34,23.69,25.47,22.31,61.7,13.42,1
45.15,,13.936794906542406,0,6,73.04,30.85,27.18,18.43,57.8,10.39,0
47.47,0.41,7.7345443634593085,1,7,,31.75,17.62,21.69,58.1,10.31,1
46.5,8.42,13.207115307487783,0,5,,29.06,12.2,17.79,,11.35,0
53.62,0.92,11.11616520492368,0,4,,26.88,29.78,24.85,65.6,9.95,0
47.97,5.87,23.71657493143973,1,2,,33.39,,22.2,58.2,7.77,1
39.28,4.99,29.62162279997603,0,5,67.21,38.62,,,50.9,13.24,1
48.9,8.15,17.934663222896447,0,6,,,21.73,17.51,65.2,9.46,0
41.41,3.7,18.58593874041706,0,6,62.02,,12.81,16.29,65.2,10.1,1
50.79,1.65,13.795704723073626,0,1,,,27.0,16.12,54.0,7.61,1
43.67,1.79,15.208333060935827,1,4,64.35,21.54,28.9,13.38,,16.31,0
45.17,1.17,22.100459602793343,0,3,64.59,36.61,16.78,19.1,52.1,6.83,1
43.59,5.19,16.009650132071116,1,8,64.58,26.71,35.9,20.56,,9.9,0
42.38,0.71,42.455240446430345,0,7,55.61,34.03,17.9,13.58,57.2,11.27,1
31.52,4.21,32.71663643626886,2,0,73.02,42.24,,,67.0,7.89,1
42.4,2.31,11.972674647253758,0,3,57.5,26.54,18.7,22.39,61.3,7.77,0
26.09,1.42,14.802992909203741,2,4,71.71,40.59,29.8,,,6.17,1
45.48,7.31,17.453050540260534,0,4,70.67,26.56,18.98,18.22,63.7,13.68,0
48.94,7.99,12.126618936359009,0,6,,30.1,22.41,19.52,55.0,13.26,0
56.36,7.41,,2,4,,37.0,16.99,19.64,60.6,11.38,0
44.62,,,1,4,66.79,30.06,25.56,17.32,60.2,10.96,0
36.98,4.74,17.421905451104713,1,4,66.24,44.59,24.64,18.76,62.1,17.83,1
30.87,7.19,16.262736545914226,0,7,67.29,28.94,15.08,16.06,60.6,10.78,1
55.63,6.43,24.109915457830056,1,5,,31.8,31.27,14.79,51.6,12.82,0
32.02,5.34,13.76218899662241,1,6,56.22,35.9,16.56,21.02,53.3,7.81,1
48.27,2.4,11.22860753877244,1,2,,38.66,23.43,16.69,55.5,13.73,0
25.86,2.51,8.719501240429036,0,4,62.63,,33.37,15.67,52.8,9.59,1
41.64,5.5,13.639868993017032,1,4,48.86,38.81,25.48,19.49,64.0,17.94,0
46.78,7.88,19.014050913933822,0,5,,45.18,31.8,19.17,50.6,11.02,0
44.28,3.77,12.084498800950318,1,4,59.68,26.19,,21.98,59.8,8.91,0
41.71,,7.485489365422593,1,6,69.15,,12.69,20.44,53.1,8.4,0
36.23,9.89,30.191484974468892,2,5,64.25,20.29,23.99,16.04,66.5,28.26,0
35.65,3.56,30.888064358342955,0,2,53.39,31.6,32.95,,59.6,7.42,1
49.06,7.93,14.914222421834161,2,7,,29.77,26.74,19.42,65.5,11.01,0
45.05,5.86,25.59168597423236,2,5,68.8,22.12,19.88,20.87,64.2,10.48,0
40.88,3.88,8.992589112174043,0,3,70.19,22.46,30.15,18.82,61.5,12.43,0
43.45,5.1,17.731773414973453,0,8,69.73,33.03,39.19,14.9,,11.17,0
35.51,0.68,10.453177027105427,0,6,64.56,23.66,15.62,16.27,64.4,8.74,0
49.16,5.86,11.503952408185114,1,3,,23.01,18.26,21.51,,6.48,0
50.83,,,1,4,,,26.72,21.86,58.9,8.41,0
36.54,0.69,26.63606961107348,2,9,43.4,24.26,,,62.1,12.97,0
42.71,6.47,30.798315703184542,2,8,54.88,32.87,15.58,20.07,58.8,9.13,0
49.34,0.51,14.629330059825904,1,2,,,29.89,16.06,51.2,11.68,0
37.51,1.13,21.05860547392512,1,5,69.24,26.2,15.71,20.68,64.0,10.18,1
56.24,6.26,24.059464112333146,1,5,,31.48,,,52.1,9.2,0
52.57,,,1,5,,25.71,25.83,23.1,,7.68,0
40.05,1.89,18.89250199186617,0,2,51.76,24.03,18.74,16.52,,10.25,0
48.85,3.44,11.989210533184364,0,2,,23.67,,,52.0,6.77,0
53.64,1.14,30.68050556381216,1,7,,29.62,22.33,16.22,59.8,12.21,0
33.29,,9.690481378803646,1,9,44.53,30.42,29.56,21.54,50.0,10.22,0
46.33,6.8,,0,4,,20.45,,,54.8,8.43,0
40.99,9.62,12.66270981535402,1,4,67.63,28.58,24.5,26.29,56.8,6.74,0
40.48,6.88,9.914598343398781,1,7,72.37,26.28,28.47,19.16,51.3,5.95,0
46.97,9.18,10.413018766658952,0,5,,29.4,29.97,19.42,55.5,11.26,0
38.66,8.03,13.883146267708934,0,6,72.81,,,23.08,66.3,11.22,1
32.2,5.82,10.206627037775457,1,7,66.41,30.84,25.55,24.8,60.3,8.16,1
32.04,5.42,13.701164223369878,2,3,55.79,,30.99,21.0,,8.37,1
41.86,0.99,13.649998842058833,1,6,75.28,34.95,17.85,26.35,63.1,11.67,1
46.4,1.73,9.767764484853561,2,6,,21.39,25.06,15.31,61.0,11.06,0
41.83,6.04,35.332964428415366,0,2,61.9,,25.44,22.56,,6.24,1
40.93,3.79,13.114598524053559,1,6,67.75,27.2,16.94,16.11,51.7,12.35,0
41.78,1.18,15.370291932835762,0,4,73.2,32.52,25.97,18.94,55.7,10.65,0
51.03,8.09,10.192626898723878,2,6,,,26.93,18.82,58.3,10.71,1
45.71,3.71,12.516876287200775,2,2,64.2,27.67,31.88,16.51,66.9,6.34,0
36.78,0.71,39.24872940595643,1,7,67.99,38.46,13.15,16.48,50.4,9.81,1
39.98,1.05,9.160824713464661,0,5,64.79,,25.42,13.96,63.7,17.37,1
50.43,0.59,,1,7,,31.9,35.55,21.99,57.2,10.95,0
37.94,2.17,11.968334136432823,1,4,71.61,,27.17,20.85,63.2,6.52,0
39.24,5.54,11.343677974828802,2,6,68.22,46.65,26.93,23.99,,8.68,1
41.82,5.03,8.183422501538976,0,7,24.93,,20.6,18.25,52.6,12.54,0
34.55,2.0,18.27985169732686,1,2,56.56,41.66,23.87,,61.9,8.85,1
48.32,1.27,20.30544620858528,0,4,,,29.05,24.73,59.8,9.37,0
26.67,4.73,12.327502226087576,1,10,62.13,42.85,32.74,14.85,61.0,9.69,1
52.16,6.21,9.521859149854258,0,5,,24.56,29.35,22.85,55.6,7.49,0
38.95,4.89,41.20115321440102,1,6,63.66,20.8,23.79,17.1,55.4,10.1,0
33.2,5.08,8.348713725531292,1,5,63.5,,24.68,18.31,,11.48,1
43.98,9.2,18.79458268873206,1,1,77.8,18.79,28.86,22.93,54.6,9.81,0
30.02,8.38,14.725728312645588,2,5,50.43,,22.1,19.8,51.0,10.62,1
45.76,7.48,18.13014215847441,2,7,69.44,,24.7,15.91,56.7,6.88,0
47.42,3.96,18.184348488649615,0,5,,30.9,25.94,14.58,,8.35,0
37.97,5.71,16.202141822718875,2,4,55.04,22.37,,18.48,63.7,10.06,0
39.28,7.27,15.674194159557903,0,5,62.63,28.36,33.14,17.88,61.1,8.89,0
48.64,4.37,30.75472124042068,1,5,,31.71,24.43,17.77,53.3,12.63,0
37.3,0.47,19.6249117445576,2,1,39.88,37.8,17.56,20.33,65.4,15.72,1
42.16,6.66,8.586325011935177,0,5,65.71,20.1,17.4,,66.0,8.44,0
44.43,8.7,13.056042006385386,1,9,74.39,30.86,22.58,22.11,,9.84,0
52.92,3.1,20.44023272637021,1,12,,18.82,19.81,22.28,60.9,14.83,0
38.48,7.91,9.107223112908999,1,6,70.6,30.46,23.56,18.8,53.7,11.01,0
42.24,7.16,12.868175658718933,0,4,71.53,22.29,25.15,21.12,65.2,9.56,0
49.92,6.44,9.560715846642697,0,5,,31.84,7.49,16.08,57.1,9.19,0
24.1,0.32,13.5403534617545,1,5,70.27,40.46,20.01,23.23,63.7,11.11,1
40.12,0.15,9.718734103129112,2,6,58.6,28.23,21.13,14.83,55.8,11.5,0
28.63,5.09,,1,6,68.6,,21.39,20.15,,10.39,1
29.12,5.34,,1,5,64.19,27.04,,,60.1,8.28,1
55.7,1.11,6.579976879303827,2,2,,,22.0,14.88,53.2,14.7,0
43.48,9.72,6.519668312092702,0,7,46.23,23.07,25.3,22.41,66.8,16.15,0
52.38,,,1,5,,32.03,20.52,24.55,58.0,9.32,0
40.31,7.62,12.20899426938991,2,6,59.23,25.06,22.06,21.22,53.1,12.95,0
45.78,4.16,43.207597529555144,2,3,60.73,24.54,25.51,16.86,65.8,11.04,0
38.98,4.52,15.46986280075005,2,5,69.13,39.86,17.78,20.21,52.5,10.2,1
38.17,,,1,3,73.57,18.08,26.86,20.39,58.7,7.68,0
41.48,9.73,13.605096846394554,1,4,62.52,,23.13,15.42,59.3,6.5,0
42.9,0.42,12.806716545421235,1,4,69.36,,,16.28,65.7,6.99,0
52.73,7.41,10.971646856060968,2,5,,30.77,33.44,17.5,,7.7,0
40.62,6.51,10.460546452960259,1,4,64.99,37.39,24.34,19.26,61.2,11.13,0
44.66,5.38,17.986598874742107,1,4,61.58,25.08,21.08,19.71,56.1,12.52,0
40.2,3.84,16.845080255251375,1,8,63.65,27.06,20.19,19.94,51.8,15.38,0
43.01,4.99,10.070409925149221,0,6,71.75,,32.57,18.32,55.6,8.55,0
32.82,2.72,16.565496396906287,2,7,56.9,29.66,,16.16,64.8,6.37,1
49.64,9.33,10.15453588080143,0,4,,18.99,28.86,11.99,64.4,11.47,0
38.35,1.34,32.655145297117926,1,2,56.35,29.09,18.18,15.26,58.2,11.45,0
42.29,1.53,9.460004648378249,1,2,70.8,22.84,32.91,15.56,64.6,10.83,0
40.5,7.08,9.846554798593264,1,8,66.33,29.0,,20.3,54.7,11.45,0
48.89,4.65,,1,6,,38.2,17.66,23.72,,11.03,0
45.65,6.35,,2,6,46.16,33.51,11.65,23.25,56.5,5.73,0
42.09,6.13,19.59151129953176,0,10,64.5,8.87,15.65,18.74,54.8,9.6,0
43.23,7.19,21.8064978582996,1,9,67.64,46.74,2.79,18.22,,6.44,1
44.4,,,0,2,66.88,33.22,18.25,16.74,62.6,7.96,1
47.3,7.03,12.191450056265635,0,2,,35.6,23.04,17.84,54.8,21.28,0
45.55,3.3,,1,1,72.58,37.23,26.97,20.25,,10.61,1
